ID,Job ID,Title,Severity,Description,CVE,CVSS Score,Remediation,Created At
f39dc4ec-6e4c-4636-9219-3b7fa35a2493,2868c50c-94fb-41b0-920d-373a60541729,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T13:51:44.991614
c82ef11d-05e2-4b7f-9f68-54efd2f5061d,2868c50c-94fb-41b0-920d-373a60541729,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T13:51:44.991613
a9e24263-ccbc-4323-a68f-8accfeace1eb,2868c50c-94fb-41b0-920d-373a60541729,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T13:51:44.991612
9499f6ce-c61b-442c-a9a0-0e1752811836,2868c50c-94fb-41b0-920d-373a60541729,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T13:51:44.991612
0dbfab84-33b6-41b9-9100-8fb0ccc614d4,2868c50c-94fb-41b0-920d-373a60541729,vsftpd < 3.0.3 - DoS - 192.168.145.102:21,high,"vsftpd before 3.0.3 allows remote attackers to cause a denial of service by sending a crafted FTP command.


CVE IDs: cve-2021-30047",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/kuppamjohari/vsftpd-3.0.3-dos",2026-05-12T13:51:44.991611
e554945f-0eec-4a67-b598-c176891a980c,2868c50c-94fb-41b0-920d-373a60541729,vsftpd <= 3.0.2 - Access Restriction Bypass - 192.168.145.102:21,medium,"vsftpd 3.0.2 and earlier contain a vulnerability that allows remote attackers to bypass access restrictions due to improper parsing of the deny_file configuration directive.


CVE IDs: cve-2015-1419",,,Review the vulnerability details and apply security patches.,2026-05-12T13:51:44.991611
56cf5eee-6c8b-4a8b-a512-5cb965e71c84,2868c50c-94fb-41b0-920d-373a60541729,Postgresql Version - Detect - 192.168.145.102:5432,high,"Detect Postgresql Version.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-version",2026-05-12T13:51:44.991610
fa85a96e-81b1-4267-b9a3-e9caeb34962a,2868c50c-94fb-41b0-920d-373a60541729,SSH Weak Algorithms Supported - 192.168.145.102:22,medium,SSH weak algorithms are outdated cryptographic methods that pose security risks. Identifying and disabling these vulnerable algorithms is crucial for enhancing the overall security of SSH connections.,,,"Review the vulnerability details and apply security patches.

References:
- https://www.tenable.com/plugins/nessus/90317",2026-05-12T13:51:44.991609
b2f34d79-c0e1-473f-ab56-1c6f67c68a88,2868c50c-94fb-41b0-920d-373a60541729,Ghostcat - Apache Tomcat - AJP File Read/Inclusion Vulnerability - 192.168.145.102:8009,critical,"When using the Apache JServ Protocol (AJP), care must be taken when trusting incoming connections to Apache Tomcat. Tomcat treats AJP connections as having higher trust than, for example, a similar HT",,,"Review the vulnerability details and apply security patches.

References:
- https://www.tenable.com/blog/cve-2020-1938-ghostcat-apache-tomcat-ajp-file-readinclusion-vulnerability-cnvd-2020-10487
- htt",2026-05-12T13:51:44.991609
c7793ea4-747e-4137-ab5a-10307dee4007,2868c50c-94fb-41b0-920d-373a60541729,Postgresql Default Database - Enumeration - 192.168.145.102:5432,high,"postgres is the default database you will connect to before you have created any other databases.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-databas",2026-05-12T13:51:44.991608
86c3d4fd-5aa7-4465-8bd2-90385071c3f6,2868c50c-94fb-41b0-920d-373a60541729,PostgreSQL List Users - 192.168.145.102:5432,high,"List users from Postgresql Database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-us",2026-05-12T13:51:44.991608
e4187377-19f3-4140-860e-ffaf2a0d0af7,2868c50c-94fb-41b0-920d-373a60541729,Postgres - Default Logins - 192.168.145.102:5432,high,"Postgres service was accessed with easily guessed credentials.
",,,Review the vulnerability details and apply security patches.,2026-05-12T13:51:44.991607
db81a6b3-89f5-4b41-a574-84fbe2ff6a48,2868c50c-94fb-41b0-920d-373a60541729,Postgresql Default Database - Enumeration - 192.168.145.102:5432,high,"postgres is the default database you will connect to before you have created any other databases.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-databas",2026-05-12T13:51:44.991606
108bd505-cb31-48fe-bfab-1206e6f9ec02,2868c50c-94fb-41b0-920d-373a60541729,Distccd v1 - Remote Code Execution - 192.168.145.102:3632,high,"distcc 2.x, as used in XCode 1.5 and others, when not configured to restrict access to the server port, allows remote attackers to execute arbitrary commands via compilation jobs, which are executed b",,,"Review the vulnerability details and apply security patches.

References:
- http://distcc.samba.org/security.html
- http://lists.samba.org/archive/distcc/2004q3/002550.html
- http://lists.samba.org/ar",2026-05-12T13:51:44.991606
0ddb32ba-38ab-41e4-af6b-53a0729fa9ad,2868c50c-94fb-41b0-920d-373a60541729,PostgreSQL List Password Hashes - 192.168.145.102:5432,high,"Dump password hashes in use within a PostgreSQL database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-12T13:51:44.991605
04e0ba40-80a7-4d21-a559-409303ed9712,2868c50c-94fb-41b0-920d-373a60541729,PostgreSQL List Database - 192.168.145.102:5432,high,"A single Postgres server process can manage multiple databases at the same time. Each database is stored as a separate set of files in its own directory within the server’s data directory.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-12T13:51:44.991604
5adfccc8-241c-4d0c-8d7d-417e6094d492,2868c50c-94fb-41b0-920d-373a60541729,PostgreSQL File Read - 192.168.145.102:5432,high,"Read and list the files within the PostgreSQL database,
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-file-re",2026-05-12T13:51:44.991603
511c47a1-51c2-492c-8765-83084b5f3641,2868c50c-94fb-41b0-920d-373a60541729,PHP CGI v5.3.12/5.4.2 Remote Code Execution - http://192.168.145.102/index.php?-d+allow_url_include%3don+-d+auto_prepend_file%3dphp%3a//input,high,"sapi/cgi/cgi_main.c in PHP before 5.3.12 and 5.4.x before 5.4.2, when configured as a CGI script (aka php-cgi), does not properly handle query strings that lack an = (equals sign) character, which all",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/vulhub/vulhub/tree/master/php/cve-2012-1823
- https://nvd.nist.gov/vuln/detail/cve-2012-1823
- https://bu",2026-05-12T13:51:44.991600
930b82c1-4dee-4d28-8cd5-67cffdd7d89e,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 514/tcp on 192.168.145.102,low,Port 514/tcp is open running tcpwrapped,,,Review if port 514 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261076
49b99c2d-c5df-4aa7-8a26-3ef4713fa564,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 512/tcp on 192.168.145.102,low,Port 512/tcp is open running exec (netkit-rsh rexecd),,,Review if port 512 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261075
2891bfd1-48bd-49c5-939b-762c493986b4,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 513/tcp on 192.168.145.102,low,Port 513/tcp is open running login,,,Review if port 513 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261075
f83ede56-f41e-450c-81d0-03336d77f01c,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 445/tcp on 192.168.145.102,high,Port 445/tcp is open running netbios-ssn (Samba smbd 3.X - 4.X),,,Review if port 445 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261074
1f32929d-5298-431a-ab82-29cc91c3543a,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 139/tcp on 192.168.145.102,high,Port 139/tcp is open running netbios-ssn (Samba smbd 3.X - 4.X),,,Review if port 139 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261073
85526c76-ec34-461b-b6fc-25a6192eda3e,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 80/tcp on 192.168.145.102,medium,Port 80/tcp is open running http (Apache httpd 2.2.8),,,Review if port 80 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261072
6a17fc75-f67e-43a0-8267-1f94c8d593ed,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 111/tcp on 192.168.145.102,low,Port 111/tcp is open running rpcbind,,,Review if port 111 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261072
fdfcba41-a3e5-4fda-a428-b0a1c6727158,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 53/tcp on 192.168.145.102,low,Port 53/tcp is open running domain (ISC BIND 9.4.2),,,Review if port 53 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261071
82269550-98d4-439f-b20f-90eddc255c5f,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 25/tcp on 192.168.145.102,low,Port 25/tcp is open running smtp (Postfix smtpd),,,Review if port 25 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261070
92034737-9b75-4605-b09a-0dff647a0117,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 23/tcp on 192.168.145.102,high,Port 23/tcp is open running telnet (Linux telnetd),,,Review if port 23 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261069
834d40f8-1cfd-40ad-a81f-dffae7f23727,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 22/tcp on 192.168.145.102,high,Port 22/tcp is open running ssh (OpenSSH 4.7p1 Debian 8ubuntu1),,,Review if port 22 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261068
9a7bf08c-5eca-4f80-9740-31bed510ac81,6daaf65f-5b12-4122-8f96-96cd0a774c67,Open port 21/tcp on 192.168.145.102,high,Port 21/tcp is open running ftp (vsftpd 2.3.4),,,Review if port 21 needs to be exposed. Consider firewall rules.,2026-05-12T13:45:27.261065
a461567e-99d4-4cdd-beee-2781054ce4ef,75bc17fd-0f7d-471d-b5f9-82fb7c123da0,Potential SQL Injection detected on http://192.168.145.102/test_sqli.php?id=1,high,"SQLmap detected potential SQL injection vulnerabilities, but could not identify specific vulnerable parameters. Manual verification recommended.",,,Review application code for SQL injection vulnerabilities. Use parameterized queries and input validation.,2026-05-12T12:31:15.048864
eef0bd5c-5b3a-4c58-b987-cdaf49271e56,e403bd8a-531d-4231-8db0-747e94fefa7f,Potential SQL Injection detected on http://192.168.145.102/test_sqli.php?id=1,high,"SQLmap detected potential SQL injection vulnerabilities, but could not identify specific vulnerable parameters. Manual verification recommended.",,,Review application code for SQL injection vulnerabilities. Use parameterized queries and input validation.,2026-05-12T12:12:24.323596
4dff2e94-e46e-4f78-a90a-ca51272a15df,909ce170-c3a6-4465-9b27-024ee73536f9,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T12:07:53.336730
8d8cc4e6-2a11-47f8-b132-82a9a5cdf7dc,909ce170-c3a6-4465-9b27-024ee73536f9,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T12:07:53.336728
b07efbf2-0081-489f-a98b-5a1a688075ad,909ce170-c3a6-4465-9b27-024ee73536f9,FTP Anonymous Login - 192.168.145.102:21,medium,"Anonymous FTP access allows anyone to access your public_ftp folder, allowing unidentified visitors to download (and possibly upload) files on your website. Anonymous FTP creates the potential for a s",,,"Review the vulnerability details and apply security patches.

References:
- https://tools.ietf.org/html/rfc2577",2026-05-12T12:07:53.336727
c97e0dc2-e88c-4126-9918-7eff3511c087,909ce170-c3a6-4465-9b27-024ee73536f9,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T12:07:53.336726
61569d37-9714-4123-a8bf-14145b469093,909ce170-c3a6-4465-9b27-024ee73536f9,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T12:07:53.336725
584c5246-48cc-4750-b0ad-09ec6b6a79f2,909ce170-c3a6-4465-9b27-024ee73536f9,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T12:07:53.336724
74fce13e-43ff-4597-b2d7-c30d7e42ab46,909ce170-c3a6-4465-9b27-024ee73536f9,vsftpd < 3.0.3 - DoS - 192.168.145.102:21,high,"vsftpd before 3.0.3 allows remote attackers to cause a denial of service by sending a crafted FTP command.


CVE IDs: cve-2021-30047",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/kuppamjohari/vsftpd-3.0.3-dos",2026-05-12T12:07:53.336723
6f6eb1aa-4e45-47b1-a77a-f8808395c6e4,909ce170-c3a6-4465-9b27-024ee73536f9,PostgreSQL List Database - 192.168.145.102:5432,high,"A single Postgres server process can manage multiple databases at the same time. Each database is stored as a separate set of files in its own directory within the server’s data directory.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-12T12:07:53.336722
682226d3-f187-4a66-823c-2e5de59e3cf5,909ce170-c3a6-4465-9b27-024ee73536f9,PostgreSQL File Read - 192.168.145.102:5432,high,"Read and list the files within the PostgreSQL database,
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-file-re",2026-05-12T12:07:53.336721
9559d8f0-7a0e-4193-9b39-c2308ba309e9,909ce170-c3a6-4465-9b27-024ee73536f9,PostgreSQL List Password Hashes - 192.168.145.102:5432,high,"Dump password hashes in use within a PostgreSQL database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-12T12:07:53.336719
ab3da0c6-21bd-444b-bd5f-3fe40a69c22b,909ce170-c3a6-4465-9b27-024ee73536f9,vsftpd <= 3.0.2 - Access Restriction Bypass - 192.168.145.102:21,medium,"vsftpd 3.0.2 and earlier contain a vulnerability that allows remote attackers to bypass access restrictions due to improper parsing of the deny_file configuration directive.


CVE IDs: cve-2015-1419",,,Review the vulnerability details and apply security patches.,2026-05-12T12:07:53.336718
a392a631-4b7e-4751-aad2-2c320a395bf2,909ce170-c3a6-4465-9b27-024ee73536f9,Ghostcat - Apache Tomcat - AJP File Read/Inclusion Vulnerability - 192.168.145.102:8009,critical,"When using the Apache JServ Protocol (AJP), care must be taken when trusting incoming connections to Apache Tomcat. Tomcat treats AJP connections as having higher trust than, for example, a similar HT",,,"Review the vulnerability details and apply security patches.

References:
- https://www.tenable.com/blog/cve-2020-1938-ghostcat-apache-tomcat-ajp-file-readinclusion-vulnerability-cnvd-2020-10487
- htt",2026-05-12T12:07:53.336716
d2a3e6ea-4565-44e6-b529-d04fc150e128,909ce170-c3a6-4465-9b27-024ee73536f9,PostgreSQL List Users - 192.168.145.102:5432,high,"List users from Postgresql Database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-us",2026-05-12T12:07:53.336715
dc68179f-fd56-407a-9505-636c490ebeb8,909ce170-c3a6-4465-9b27-024ee73536f9,Distccd v1 - Remote Code Execution - 192.168.145.102:3632,high,"distcc 2.x, as used in XCode 1.5 and others, when not configured to restrict access to the server port, allows remote attackers to execute arbitrary commands via compilation jobs, which are executed b",,,"Review the vulnerability details and apply security patches.

References:
- http://distcc.samba.org/security.html
- http://lists.samba.org/archive/distcc/2004q3/002550.html
- http://lists.samba.org/ar",2026-05-12T12:07:53.336714
4b5fa109-49ed-4fde-8e61-360c0a6417d4,909ce170-c3a6-4465-9b27-024ee73536f9,Postgresql Version - Detect - 192.168.145.102:5432,high,"Detect Postgresql Version.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-version",2026-05-12T12:07:53.336713
5ce24422-8d95-422b-932f-512f6198e55f,909ce170-c3a6-4465-9b27-024ee73536f9,SSH Weak Algorithms Supported - 192.168.145.102:22,medium,SSH weak algorithms are outdated cryptographic methods that pose security risks. Identifying and disabling these vulnerable algorithms is crucial for enhancing the overall security of SSH connections.,,,"Review the vulnerability details and apply security patches.

References:
- https://www.tenable.com/plugins/nessus/90317",2026-05-12T12:07:53.336712
cfdf87fc-4450-4fd0-a8e2-a20e2b59d6c1,909ce170-c3a6-4465-9b27-024ee73536f9,Postgres - Default Logins - 192.168.145.102:5432,high,"Postgres service was accessed with easily guessed credentials.
",,,Review the vulnerability details and apply security patches.,2026-05-12T12:07:53.336711
9caa3bd9-c73b-486b-9cd1-c4518f1f6989,909ce170-c3a6-4465-9b27-024ee73536f9,Postgresql Default Database - Enumeration - 192.168.145.102:5432,high,"postgres is the default database you will connect to before you have created any other databases.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-databas",2026-05-12T12:07:53.336709
2279c2f2-74a0-4696-bb84-dec14e9e1e48,909ce170-c3a6-4465-9b27-024ee73536f9,Postgresql Default Database - Enumeration - 192.168.145.102:5432,high,"postgres is the default database you will connect to before you have created any other databases.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-databas",2026-05-12T12:07:53.336708
15288e38-89cf-485f-9ef9-c34ab221d863,909ce170-c3a6-4465-9b27-024ee73536f9,PHP CGI v5.3.12/5.4.2 Remote Code Execution - http://192.168.145.102/index.php?-d+allow_url_include%3don+-d+auto_prepend_file%3dphp%3a//input,high,"sapi/cgi/cgi_main.c in PHP before 5.3.12 and 5.4.x before 5.4.2, when configured as a CGI script (aka php-cgi), does not properly handle query strings that lack an = (equals sign) character, which all",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/vulhub/vulhub/tree/master/php/cve-2012-1823
- https://nvd.nist.gov/vuln/detail/cve-2012-1823
- https://bu",2026-05-12T12:07:53.336703
8008cde2-5bb1-48ea-8f0b-80bfb1f4c676,4e620fce-3ce5-41c4-963e-d8ac12b4c059,Potential SQL Injection detected on http://192.168.145.102/test_sqli.php?id=1,high,"SQLmap detected potential SQL injection vulnerabilities, but could not identify specific vulnerable parameters. Manual verification recommended.",,,Review application code for SQL injection vulnerabilities. Use parameterized queries and input validation.,2026-05-12T11:39:30.866581
c1bc3c10-c234-4cff-823e-7667c2112542,edad86bb-d0dc-4dc3-9e0b-40787355f61f,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T11:35:21.175443
05122753-ea80-4831-98d5-ed305835a6b2,edad86bb-d0dc-4dc3-9e0b-40787355f61f,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T11:35:21.175442
5eee9e65-1530-4ca5-8e59-dba4fc65eda3,edad86bb-d0dc-4dc3-9e0b-40787355f61f,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T11:35:21.175441
3cb0507e-2313-4059-b7d8-2f53f2b7734e,edad86bb-d0dc-4dc3-9e0b-40787355f61f,FTP Anonymous Login - 192.168.145.102:21,medium,"Anonymous FTP access allows anyone to access your public_ftp folder, allowing unidentified visitors to download (and possibly upload) files on your website. Anonymous FTP creates the potential for a s",,,"Review the vulnerability details and apply security patches.

References:
- https://tools.ietf.org/html/rfc2577",2026-05-12T11:35:21.175440
4d6d0008-a992-4f2e-a18a-7cfd20c0a676,edad86bb-d0dc-4dc3-9e0b-40787355f61f,Postgresql Version - Detect - 192.168.145.102:5432,high,"Detect Postgresql Version.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-version",2026-05-12T11:35:21.175440
6d1146ca-a2ed-4368-b26d-72af8f2d62b7,edad86bb-d0dc-4dc3-9e0b-40787355f61f,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T11:35:21.175439
34af335e-a0db-4643-9c3e-36b57eb8bee2,edad86bb-d0dc-4dc3-9e0b-40787355f61f,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T11:35:21.175438
08b012c4-a78f-49e7-beaa-b562cf766af0,edad86bb-d0dc-4dc3-9e0b-40787355f61f,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T11:35:21.175437
97b0d01b-3983-46f7-80ba-4ab86f204993,edad86bb-d0dc-4dc3-9e0b-40787355f61f,PostgreSQL List Users - 192.168.145.102:5432,high,"List users from Postgresql Database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-us",2026-05-12T11:35:21.175436
bab07ac0-3a5e-4ce6-958d-0af120648837,edad86bb-d0dc-4dc3-9e0b-40787355f61f,vsftpd < 3.0.3 - DoS - 192.168.145.102:21,high,"vsftpd before 3.0.3 allows remote attackers to cause a denial of service by sending a crafted FTP command.


CVE IDs: cve-2021-30047",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/kuppamjohari/vsftpd-3.0.3-dos",2026-05-12T11:35:21.175435
57c9570b-ecd6-4017-88cc-3cc51addd718,edad86bb-d0dc-4dc3-9e0b-40787355f61f,Ghostcat - Apache Tomcat - AJP File Read/Inclusion Vulnerability - 192.168.145.102:8009,critical,"When using the Apache JServ Protocol (AJP), care must be taken when trusting incoming connections to Apache Tomcat. Tomcat treats AJP connections as having higher trust than, for example, a similar HT",,,"Review the vulnerability details and apply security patches.

References:
- https://www.tenable.com/blog/cve-2020-1938-ghostcat-apache-tomcat-ajp-file-readinclusion-vulnerability-cnvd-2020-10487
- htt",2026-05-12T11:35:21.175434
f7c32b9c-442b-45de-9f0d-34919467a607,edad86bb-d0dc-4dc3-9e0b-40787355f61f,PostgreSQL File Read - 192.168.145.102:5432,high,"Read and list the files within the PostgreSQL database,
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-file-re",2026-05-12T11:35:21.175433
4bf813a9-7c8a-4be0-ad9b-9f422d6f1715,edad86bb-d0dc-4dc3-9e0b-40787355f61f,vsftpd <= 3.0.2 - Access Restriction Bypass - 192.168.145.102:21,medium,"vsftpd 3.0.2 and earlier contain a vulnerability that allows remote attackers to bypass access restrictions due to improper parsing of the deny_file configuration directive.


CVE IDs: cve-2015-1419",,,Review the vulnerability details and apply security patches.,2026-05-12T11:35:21.175433
32a037c3-1abc-4b21-bf41-b86b424d765b,edad86bb-d0dc-4dc3-9e0b-40787355f61f,PostgreSQL List Database - 192.168.145.102:5432,high,"A single Postgres server process can manage multiple databases at the same time. Each database is stored as a separate set of files in its own directory within the server’s data directory.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-12T11:35:21.175432
d26bedcf-eeab-4421-bbc2-e714e4fccdf7,edad86bb-d0dc-4dc3-9e0b-40787355f61f,PostgreSQL List Password Hashes - 192.168.145.102:5432,high,"Dump password hashes in use within a PostgreSQL database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-12T11:35:21.175430
58440455-b7e9-4ef4-bdf2-778d64857287,edad86bb-d0dc-4dc3-9e0b-40787355f61f,Distccd v1 - Remote Code Execution - 192.168.145.102:3632,high,"distcc 2.x, as used in XCode 1.5 and others, when not configured to restrict access to the server port, allows remote attackers to execute arbitrary commands via compilation jobs, which are executed b",,,"Review the vulnerability details and apply security patches.

References:
- http://distcc.samba.org/security.html
- http://lists.samba.org/archive/distcc/2004q3/002550.html
- http://lists.samba.org/ar",2026-05-12T11:35:21.175429
58fa0f7d-a094-427d-a3bd-8a4e32085ac5,edad86bb-d0dc-4dc3-9e0b-40787355f61f,SSH Weak Algorithms Supported - 192.168.145.102:22,medium,SSH weak algorithms are outdated cryptographic methods that pose security risks. Identifying and disabling these vulnerable algorithms is crucial for enhancing the overall security of SSH connections.,,,"Review the vulnerability details and apply security patches.

References:
- https://www.tenable.com/plugins/nessus/90317",2026-05-12T11:35:21.175428
802f9aad-0ded-4463-ac87-d13cc36e779e,edad86bb-d0dc-4dc3-9e0b-40787355f61f,Postgres - Default Logins - 192.168.145.102:5432,high,"Postgres service was accessed with easily guessed credentials.
",,,Review the vulnerability details and apply security patches.,2026-05-12T11:35:21.175427
